,Date,AAPL
651,2019-10-04,56.75249863
652,2019-10-07,56.76499939
653,2019-10-08,56.09999847
654,2019-10-09,56.75749969
655,2019-10-10,57.52249908
656,2019-10-11,59.05250168
657,2019-10-14,58.96749878
658,2019-10-15,58.83000183
659,2019-10-16,58.59249878
660,2019-10-17,58.81999969
661,2019-10-18,59.10250092
662,2019-10-21,60.12749863
663,2019-10-22,59.99000168
664,2019-10-23,60.79499817
665,2019-10-24,60.89500046
666,2019-10-25,61.64500046
667,2019-10-28,62.26250076
668,2019-10-29,60.82249832
669,2019-10-30,60.81499863
670,2019-10-31,62.18999863
671,2019-11-01,63.95500183
672,2019-11-04,64.375
673,2019-11-05,64.28250122
674,2019-11-06,64.30999756
675,2019-11-07,64.85749817
676,2019-11-08,65.03500366
677,2019-11-11,65.55000305
678,2019-11-12,65.48999786
679,2019-11-13,66.11750031
680,2019-11-14,65.66000366
681,2019-11-15,66.44000244
682,2019-11-18,66.77500153
683,2019-11-19,66.57250214
684,2019-11-20,65.79750061
685,2019-11-21,65.50250244
686,2019-11-22,65.44499969
687,2019-11-25,66.59249878
688,2019-11-26,66.07250214
689,2019-11-27,66.95999908
690,2019-11-29,66.8125
691,2019-12-02,66.04000092
692,2019-12-03,64.86250305
693,2019-12-04,65.43499756
694,2019-12-05,66.39499664
695,2019-12-06,67.67749786
696,2019-12-09,66.73000336
697,2019-12-10,67.12000275
698,2019-12-11,67.69249725
699,2019-12-12,67.86499786
700,2019-12-13,68.78749847
701,2019-12-16,69.96499634
702,2019-12-17,70.10250092
703,2019-12-18,69.93499756
704,2019-12-19,70.00499725
705,2019-12-20,69.86000061
706,2019-12-23,71.0
707,2019-12-24,71.06749725
708,2019-12-26,72.47750092
709,2019-12-27,72.44999695
710,2019-12-30,72.87999725
711,2019-12-31,73.41249847
712,2020-01-02,75.08750153
713,2020-01-03,74.35749817
714,2020-01-06,74.94999695
715,2020-01-07,74.59750366
716,2020-01-08,75.79750061
717,2020-01-09,77.40750122
718,2020-01-10,77.58249664
719,2020-01-13,79.23999786
720,2020-01-14,78.16999817
721,2020-01-15,77.83499908
722,2020-01-16,78.80999756
723,2020-01-17,79.68250275
724,2020-01-21,79.14250183
725,2020-01-22,79.42500305
726,2020-01-23,79.80750275
727,2020-01-24,79.57749939
728,2020-01-27,77.23750305
729,2020-01-28,79.42250061
730,2020-01-29,81.08499908
731,2020-01-30,80.96749878
732,2020-01-31,77.37750244
733,2020-02-03,77.16500092
734,2020-02-04,79.71250153
735,2020-02-05,80.36250305
736,2020-02-06,81.30249786
737,2020-02-07,80.00749969
738,2020-02-10,80.38749695
739,2020-02-11,79.90249634
740,2020-02-12,81.80000305
741,2020-02-13,81.21749878
742,2020-02-14,81.23750305
743,2020-02-18,79.75
744,2020-02-19,80.90499878
745,2020-02-20,80.07499695
746,2020-02-21,78.26249695
747,2020-02-24,74.54499817
748,2020-02-25,72.01999664
749,2020-02-26,73.16249847
750,2020-02-27,68.37999725
751,2020-02-28,68.33999634
752,2020-03-02,74.70249939
753,2020-03-03,72.33000183
754,2020-03-04,75.68499756
